Vardas                   Pavarde                  ND1            ND2            ND3            ND4            ND5            Egz.
Vardenis2457             Pavardenis2457           10             5              1              7              4              8
Vardenis2458             Pavardenis2458           3              7              10             3              4              5
Vardenis2459             Pavardenis2459           4              7              10             6              10             2
Vardenis2460             Pavardenis2460           5              1              10             9              4              4
Vardenis2461             Pavardenis2461           6              3              2              4              4              4
Vardenis2462             Pavardenis2462           8              7              1              3              7              8
Vardenis2463             Pavardenis2463           10             10             10             7              9              9
Vardenis2464             Pavardenis2464           6              3              5              9              3              8
Vardenis2465             Pavardenis2465           5              2              3              6              10             8
Vardenis2466             Pavardenis2466           9              2              1              6              8              3
Vardenis2467             Pavardenis2467           4              4              10             5              8              6
Vardenis2468             Pavardenis2468           10             1              2              4              5              8
Vardenis2469             Pavardenis2469           3              4              7              5              1              3
Vardenis2470             Pavardenis2470           3              10             7              8              1              10
Vardenis2471             Pavardenis2471           10             8              9              7              7              4
Vardenis2472             Pavardenis2472           2              4              10             2              3              5
Vardenis2473             Pavardenis2473           6              1              8              8              9              10
Vardenis2474             Pavardenis2474           3              5              10             1              9              1
Vardenis2475             Pavardenis2475           8              5              3              4              4              3
Vardenis2476             Pavardenis2476           10             3              2              9              7              7
Vardenis2477             Pavardenis2477           10             9              1              9              2              2
Vardenis2478             Pavardenis2478           7              7              7              8              9              7
Vardenis2479             Pavardenis2479           3              7              6              1              4              9
Vardenis2480             Pavardenis2480           10             7              2              4              5              6
Vardenis2481             Pavardenis2481           4              8              5              3              6              9
Vardenis2482             Pavardenis2482           6              9              5              6              10             2
Vardenis2483             Pavardenis2483           7              3              5              7              9              9
Vardenis2484             Pavardenis2484           7              2              9              7              8              6
Vardenis2485             Pavardenis2485           4              7              10             6              1              9
Vardenis2486             Pavardenis2486           9              10             1              6              4              10
Vardenis2487             Pavardenis2487           3              2              6              5              2              5
Vardenis2488             Pavardenis2488           2              10             1              9              1              7
Vardenis2489             Pavardenis2489           7              7              5              4              9              8
Vardenis2490             Pavardenis2490           6              3              6              6              7              9
Vardenis2491             Pavardenis2491           2              3              3              8              5              8
Vardenis2492             Pavardenis2492           1              1              7              7              7              1
Vardenis2493             Pavardenis2493           3              10             7              5              8              6
Vardenis2494             Pavardenis2494           7              5              7              10             10             10
Vardenis2495             Pavardenis2495           5              5              8              6              8              2
Vardenis2496             Pavardenis2496           9              4              2              1              2              7
Vardenis2497             Pavardenis2497           5              3              7              8              2              6
Vardenis2498             Pavardenis2498           2              4              9              9              6              3
Vardenis2499             Pavardenis2499           10             5              3              7              5              7
Vardenis2500             Pavardenis2500           3              6              2              1              8              1
Vardenis2501             Pavardenis2501           5              10             9              2              7              9
Vardenis2502             Pavardenis2502           6              1              2              8              1              2
Vardenis2503             Pavardenis2503           7              4              4              7              6              2
Vardenis2504             Pavardenis2504           10             7              6              4              4              6
Vardenis2505             Pavardenis2505           7              7              8              1              6              4
Vardenis2506             Pavardenis2506           10             4              6              10             4              3
Vardenis2507             Pavardenis2507           9              8              9              7              10             2
Vardenis2508             Pavardenis2508           9              8              9              1              8              7
Vardenis2509             Pavardenis2509           4              10             7              1              1              9
Vardenis2510             Pavardenis2510           4              8              10             7              10             3
Vardenis2511             Pavardenis2511           2              6              3              5              9              4
Vardenis2512             Pavardenis2512           9              5              4              2              10             8
Vardenis2513             Pavardenis2513           1              3              8              10             10             5
Vardenis2514             Pavardenis2514           1              7              8              10             8              9
Vardenis2515             Pavardenis2515           9              4              7              1              9              4
Vardenis2516             Pavardenis2516           8              6              8              4              3              4
Vardenis2517             Pavardenis2517           4              5              6              8              3              2
Vardenis2518             Pavardenis2518           4              10             4              4              9              8
Vardenis2519             Pavardenis2519           4              1              1              9              10             7
Vardenis2520             Pavardenis2520           1              5              10             10             4              5
Vardenis2521             Pavardenis2521           6              4              2              8              10             8
Vardenis2522             Pavardenis2522           1              8              9              2              9              6
Vardenis2523             Pavardenis2523           1              8              3              1              7              4
Vardenis2524             Pavardenis2524           2              6              5              4              10             1
Vardenis2525             Pavardenis2525           5              7              5              1              10             1
Vardenis2526             Pavardenis2526           10             10             5              6              8              9
Vardenis2527             Pavardenis2527           1              5              8              3              2              9
Vardenis2528             Pavardenis2528           3              9              1              7              4              9
Vardenis2529             Pavardenis2529           6              2              8              8              6              8
Vardenis2530             Pavardenis2530           5              10             7              7              6              1
Vardenis2531             Pavardenis2531           2              8              5              8              4              10
Vardenis2532             Pavardenis2532           5              1              5              10             5              8
Vardenis2533             Pavardenis2533           2              10             7              5              10             10
Vardenis2534             Pavardenis2534           2              4              10             3              10             7
Vardenis2535             Pavardenis2535           5              5              5              4              10             10
Vardenis2536             Pavardenis2536           5              1              10             3              10             3
Vardenis2537             Pavardenis2537           4              3              8              5              4              8
Vardenis2538             Pavardenis2538           2              10             10             10             6              10
Vardenis2539             Pavardenis2539           3              5              7              3              9              10
Vardenis2540             Pavardenis2540           4              10             4              10             6              3
Vardenis2541             Pavardenis2541           9              9              5              2              4              1
Vardenis2542             Pavardenis2542           5              2              1              3              3              3
Vardenis2543             Pavardenis2543           10             4              7              7              6              1
Vardenis2544             Pavardenis2544           10             3              3              7              4              1
Vardenis2545             Pavardenis2545           9              4              1              9              10             3
Vardenis2546             Pavardenis2546           7              7              10             7              2              6
Vardenis2547             Pavardenis2547           9              7              3              8              7              5
Vardenis2548             Pavardenis2548           7              6              6              3              4              7
Vardenis2549             Pavardenis2549           8              4              1              2              7              10
Vardenis2550             Pavardenis2550           6              4              3              3              10             7
Vardenis2551             Pavardenis2551           9              5              1              2              7              4
Vardenis2552             Pavardenis2552           5              1              8              4              9              5
Vardenis2553             Pavardenis2553           7              2              7              7              5              2
Vardenis2554             Pavardenis2554           7              5              9              10             7              1
Vardenis2555             Pavardenis2555           2              3              3              9              5              10
Vardenis2556             Pavardenis2556           9              10             6              3              8              10
Vardenis2557             Pavardenis2557           9              9              7              1              3              1
Vardenis2558             Pavardenis2558           7              8              4              10             3              6
Vardenis2559             Pavardenis2559           3              8              4              10             1              8
Vardenis2560             Pavardenis2560           2              10             2              8              7              2
Vardenis2561             Pavardenis2561           10             10             2              2              9              6
Vardenis2562             Pavardenis2562           1              9              6              2              1              8
Vardenis2563             Pavardenis2563           10             9              4              5              6              10
Vardenis2564             Pavardenis2564           10             5              10             1              8              2
Vardenis2565             Pavardenis2565           2              9              10             3              5              6
Vardenis2566             Pavardenis2566           1              7              4              10             4              1
Vardenis2567             Pavardenis2567           2              3              4              8              2              4
Vardenis2568             Pavardenis2568           5              2              4              1              7              2
Vardenis2569             Pavardenis2569           5              6              5              2              4              8
Vardenis2570             Pavardenis2570           10             2              5              10             5              10
Vardenis2571             Pavardenis2571           8              8              2              10             3              9
Vardenis2572             Pavardenis2572           4              1              4              3              6              3
Vardenis2573             Pavardenis2573           6              1              7              1              7              5
Vardenis2574             Pavardenis2574           5              9              10             7              8              5
Vardenis2575             Pavardenis2575           8              7              9              10             2              8
Vardenis2576             Pavardenis2576           1              5              7              9              3              1
Vardenis2577             Pavardenis2577           10             10             1              7              3              5
Vardenis2578             Pavardenis2578           6              8              1              8              6              3
Vardenis2579             Pavardenis2579           5              6              4              9              1              3
Vardenis2580             Pavardenis2580           10             5              7              10             3              4
Vardenis2581             Pavardenis2581           7              9              10             9              2              6
Vardenis2582             Pavardenis2582           2              8              1              10             3              1
Vardenis2583             Pavardenis2583           2              1              6              5              9              10
Vardenis2584             Pavardenis2584           1              1              4              3              8              2
Vardenis2585             Pavardenis2585           2              3              8              2              5              1
Vardenis2586             Pavardenis2586           4              8              7              6              3              2
Vardenis2587             Pavardenis2587           8              1              7              2              6              3
Vardenis2588             Pavardenis2588           2              4              5              8              7              6
Vardenis2589             Pavardenis2589           4              6              6              1              7              1
Vardenis2590             Pavardenis2590           10             7              3              8              10             2
Vardenis2591             Pavardenis2591           10             4              9              10             1              5
Vardenis2592             Pavardenis2592           5              6              3              7              4              9
Vardenis2593             Pavardenis2593           8              8              2              5              6              5
Vardenis2594             Pavardenis2594           2              9              7              5              10             2
Vardenis2595             Pavardenis2595           1              9              9              7              7              1
Vardenis2596             Pavardenis2596           7              4              6              8              3              8
Vardenis2597             Pavardenis2597           7              10             7              5              8              6
Vardenis2598             Pavardenis2598           8              8              6              7              9              2
Vardenis2599             Pavardenis2599           6              1              7              2              4              3
Vardenis2600             Pavardenis2600           6              5              5              4              1              10
Vardenis2601             Pavardenis2601           3              1              1              10             2              5
Vardenis2602             Pavardenis2602           1              4              3              2              3              7
Vardenis2603             Pavardenis2603           1              2              9              10             6              5
Vardenis2604             Pavardenis2604           5              9              3              7              5              1
Vardenis2605             Pavardenis2605           7              9              4              6              10             7
Vardenis2606             Pavardenis2606           3              5              5              3              8              6
Vardenis2607             Pavardenis2607           10             5              10             8              1              4
Vardenis2608             Pavardenis2608           4              4              2              10             5              7
Vardenis2609             Pavardenis2609           6              8              4              10             5              10
Vardenis2610             Pavardenis2610           5              8              8              6              3              5
Vardenis2611             Pavardenis2611           7              6              8              5              7              10
Vardenis2612             Pavardenis2612           2              2              2              6              2              7
Vardenis2613             Pavardenis2613           3              4              8              8              6              5
Vardenis2614             Pavardenis2614           7              5              4              7              8              9
Vardenis2615             Pavardenis2615           1              7              3              4              4              3
Vardenis2616             Pavardenis2616           4              1              2              2              8              9
Vardenis2617             Pavardenis2617           1              8              2              7              9              5
Vardenis2618             Pavardenis2618           3              1              6              2              5              9
Vardenis2619             Pavardenis2619           7              2              5              9              8              1
Vardenis2620             Pavardenis2620           1              3              5              8              8              5
Vardenis2621             Pavardenis2621           9              10             3              9              1              7
Vardenis2622             Pavardenis2622           8              4              8              6              2              7
Vardenis2623             Pavardenis2623           4              5              8              1              3              7
Vardenis2624             Pavardenis2624           7              7              3              10             4              4
Vardenis2625             Pavardenis2625           7              4              8              9              3              6
Vardenis2626             Pavardenis2626           8              3              7              3              1              1
Vardenis2627             Pavardenis2627           4              1              9              2              5              9
Vardenis2628             Pavardenis2628           2              10             1              9              8              6
Vardenis2629             Pavardenis2629           8              7              5              7              7              3
Vardenis2630             Pavardenis2630           5              2              8              3              10             9
Vardenis2631             Pavardenis2631           8              3              10             6              3              2
Vardenis2632             Pavardenis2632           7              4              8              9              1              4
Vardenis2633             Pavardenis2633           6              6              3              9              2              4
Vardenis2634             Pavardenis2634           1              3              1              9              1              3
Vardenis2635             Pavardenis2635           5              9              4              2              3              2
Vardenis2636             Pavardenis2636           8              4              8              6              1              2
Vardenis2637             Pavardenis2637           2              9              5              10             9              4
Vardenis2638             Pavardenis2638           10             4              3              6              4              4
Vardenis2639             Pavardenis2639           1              2              10             3              1              7
Vardenis2640             Pavardenis2640           1              10             3              1              10             4
Vardenis2641             Pavardenis2641           8              10             6              6              6              1
Vardenis2642             Pavardenis2642           5              2              2              3              3              7
Vardenis2643             Pavardenis2643           8              8              3              8              4              8
Vardenis2644             Pavardenis2644           7              1              10             1              8              4
Vardenis2645             Pavardenis2645           10             7              6              9              8              7
Vardenis2646             Pavardenis2646           6              4              7              5              5              1
Vardenis2647             Pavardenis2647           2              1              9              3              7              8
Vardenis2648             Pavardenis2648           10             3              4              1              9              2
Vardenis2649             Pavardenis2649           9              1              7              4              5              6
Vardenis2650             Pavardenis2650           7              5              10             3              1              7
Vardenis2651             Pavardenis2651           5              4              1              6              7              2
Vardenis2652             Pavardenis2652           9              3              10             5              5              5
Vardenis2653             Pavardenis2653           4              5              7              10             6              4
Vardenis2654             Pavardenis2654           5              2              7              1              7              1
Vardenis2655             Pavardenis2655           10             1              9              5              10             7
Vardenis2656             Pavardenis2656           6              5              2              7              9              4
Vardenis2657             Pavardenis2657           7              2              8              2              7              1
Vardenis2658             Pavardenis2658           4              5              9              8              1              8
Vardenis2659             Pavardenis2659           4              3              2              2              1              5
Vardenis2660             Pavardenis2660           3              9              9              1              5              10
Vardenis2661             Pavardenis2661           6              2              3              7              5              5
Vardenis2662             Pavardenis2662           2              2              1              4              4              7
Vardenis2663             Pavardenis2663           3              4              3              5              2              9
Vardenis2664             Pavardenis2664           9              4              6              9              10             10
Vardenis2665             Pavardenis2665           1              8              2              7              6              9
Vardenis2666             Pavardenis2666           10             3              6              8              3              8
Vardenis2667             Pavardenis2667           6              3              9              4              1              9
Vardenis2668             Pavardenis2668           10             6              3              6              8              9
Vardenis2669             Pavardenis2669           6              7              1              6              4              6
Vardenis2670             Pavardenis2670           3              10             7              1              3              1
Vardenis2671             Pavardenis2671           9              4              1              10             5              6
Vardenis2672             Pavardenis2672           10             9              7              3              3              5
Vardenis2673             Pavardenis2673           3              7              2              4              5              4
Vardenis2674             Pavardenis2674           4              7              1              3              3              7
Vardenis2675             Pavardenis2675           6              4              4              9              10             10
Vardenis2676             Pavardenis2676           10             10             9              1              7              7
Vardenis2677             Pavardenis2677           2              4              6              4              8              8
Vardenis2678             Pavardenis2678           3              5              2              3              10             6
Vardenis2679             Pavardenis2679           9              10             10             1              5              7
Vardenis2680             Pavardenis2680           2              2              6              2              8              9
Vardenis2681             Pavardenis2681           6              7              9              10             7              6
Vardenis2682             Pavardenis2682           2              5              5              1              1              6
Vardenis2683             Pavardenis2683           9              2              7              1              2              5
Vardenis2684             Pavardenis2684           5              4              10             7              4              1
Vardenis2685             Pavardenis2685           7              1              3              3              4              3
Vardenis2686             Pavardenis2686           9              9              3              2              7              9
Vardenis2687             Pavardenis2687           5              2              10             2              4              5
Vardenis2688             Pavardenis2688           6              9              6              5              3              6
Vardenis2689             Pavardenis2689           1              9              6              8              2              2
Vardenis2690             Pavardenis2690           8              1              3              8              2              8
Vardenis2691             Pavardenis2691           10             3              6              2              4              7
Vardenis2692             Pavardenis2692           9              1              3              1              2              5
Vardenis2693             Pavardenis2693           7              10             2              3              3              6
Vardenis2694             Pavardenis2694           5              10             2              8              7              4
Vardenis2695             Pavardenis2695           1              10             4              10             4              2
Vardenis2696             Pavardenis2696           4              1              8              6              8              2
Vardenis2697             Pavardenis2697           3              1              8              8              6              6
Vardenis2698             Pavardenis2698           9              10             4              5              7              5
Vardenis2699             Pavardenis2699           4              8              5              1              10             9
Vardenis2700             Pavardenis2700           1              4              6              8              7              8
Vardenis2701             Pavardenis2701           8              6              4              8              9              5
Vardenis2702             Pavardenis2702           1              7              1              10             9              2
Vardenis2703             Pavardenis2703           2              9              1              10             10             10
Vardenis2704             Pavardenis2704           1              5              10             7              1              10
Vardenis2705             Pavardenis2705           9              3              9              1              7              4
Vardenis2706             Pavardenis2706           3              10             5              7              4              4
Vardenis2707             Pavardenis2707           2              10             6              8              2              5
Vardenis2708             Pavardenis2708           4              4              5              9              9              7
Vardenis2709             Pavardenis2709           10             2              6              2              4              9
Vardenis2710             Pavardenis2710           4              6              9              3              1              4
Vardenis2711             Pavardenis2711           6              5              2              5              6              6
Vardenis2712             Pavardenis2712           6              3              6              8              8              10
Vardenis2713             Pavardenis2713           4              1              5              6              8              5
Vardenis2714             Pavardenis2714           2              3              10             3              5              4
Vardenis2715             Pavardenis2715           2              3              7              9              7              7
Vardenis2716             Pavardenis2716           3              1              2              8              3              1
Vardenis2717             Pavardenis2717           9              4              9              10             1              2
Vardenis2718             Pavardenis2718           5              1              2              3              9              7
Vardenis2719             Pavardenis2719           7              7              2              2              4              4
Vardenis2720             Pavardenis2720           6              2              10             4              3              10
Vardenis2721             Pavardenis2721           5              9              10             9              4              6
Vardenis2722             Pavardenis2722           7              4              6              7              1              1
Vardenis2723             Pavardenis2723           9              5              2              2              10             6
Vardenis2724             Pavardenis2724           5              4              8              2              4              2
Vardenis2725             Pavardenis2725           7              3              9              6              3              8
Vardenis2726             Pavardenis2726           4              7              9              9              3              6
Vardenis2727             Pavardenis2727           8              7              6              1              6              10
Vardenis2728             Pavardenis2728           2              1              5              8              7              9
Vardenis2729             Pavardenis2729           6              5              9              3              2              4
Vardenis2730             Pavardenis2730           9              2              7              6              1              10
Vardenis2731             Pavardenis2731           7              4              9              6              1              10
Vardenis2732             Pavardenis2732           5              10             10             3              10             3
Vardenis2733             Pavardenis2733           3              3              10             10             3              3
Vardenis2734             Pavardenis2734           3              8              7              1              2              8
Vardenis2735             Pavardenis2735           9              2              3              7              10             7
Vardenis2736             Pavardenis2736           1              6              10             10             4              3
Vardenis2737             Pavardenis2737           10             2              1              1              4              6
Vardenis2738             Pavardenis2738           8              10             5              7              8              8
Vardenis2739             Pavardenis2739           7              9              9              7              7              8
Vardenis2740             Pavardenis2740           7              7              6              10             5              5
Vardenis2741             Pavardenis2741           9              6              5              4              6              4
Vardenis2742             Pavardenis2742           4              2              9              3              9              5
Vardenis2743             Pavardenis2743           4              8              4              3              5              10
Vardenis2744             Pavardenis2744           8              10             2              2              3              6
Vardenis2745             Pavardenis2745           6              5              4              6              5              9
Vardenis2746             Pavardenis2746           6              3              6              8              9              9
Vardenis2747             Pavardenis2747           6              2              10             3              2              9
Vardenis2748             Pavardenis2748           1              3              7              10             10             4
Vardenis2749             Pavardenis2749           6              5              5              2              9              5
Vardenis2750             Pavardenis2750           2              7              3              2              6              10
Vardenis2751             Pavardenis2751           2              2              10             9              5              10
Vardenis2752             Pavardenis2752           10             10             5              8              4              4
Vardenis2753             Pavardenis2753           9              1              8              3              10             2
Vardenis2754             Pavardenis2754           6              9              10             9              4              5
Vardenis2755             Pavardenis2755           10             2              8              3              9              10
Vardenis2756             Pavardenis2756           7              7              10             4              7              5
Vardenis2757             Pavardenis2757           3              10             8              7              3              5
Vardenis2758             Pavardenis2758           3              8              6              5              1              2
Vardenis2759             Pavardenis2759           5              1              5              10             9              5
Vardenis2760             Pavardenis2760           2              6              6              10             8              6
Vardenis2761             Pavardenis2761           8              5              8              1              1              4
Vardenis2762             Pavardenis2762           4              3              9              7              7              7
Vardenis2763             Pavardenis2763           4              9              3              7              5              2
Vardenis2764             Pavardenis2764           4              9              6              5              8              7
Vardenis2765             Pavardenis2765           6              2              1              7              4              4
Vardenis2766             Pavardenis2766           7              5              10             7              6              4
Vardenis2767             Pavardenis2767           3              2              6              7              4              7
Vardenis2768             Pavardenis2768           5              8              2              9              7              4
Vardenis2769             Pavardenis2769           7              8              8              4              2              6
Vardenis2770             Pavardenis2770           3              2              5              8              7              3
Vardenis2771             Pavardenis2771           9              7              4              9              9              6
Vardenis2772             Pavardenis2772           9              8              9              5              8              1
Vardenis2773             Pavardenis2773           9              2              5              8              2              8
Vardenis2774             Pavardenis2774           8              8              7              8              8              9
Vardenis2775             Pavardenis2775           3              1              10             10             8              4
Vardenis2776             Pavardenis2776           6              5              9              4              3              2
Vardenis2777             Pavardenis2777           5              5              2              5              8              3
Vardenis2778             Pavardenis2778           6              8              1              6              6              5
Vardenis2779             Pavardenis2779           3              4              2              3              5              5
Vardenis2780             Pavardenis2780           10             8              9              3              3              3
Vardenis2781             Pavardenis2781           1              4              6              4              9              7
Vardenis2782             Pavardenis2782           10             10             10             6              2              9
Vardenis2783             Pavardenis2783           7              3              5              8              3              3
Vardenis2784             Pavardenis2784           10             7              5              3              10             3
Vardenis2785             Pavardenis2785           9              6              1              5              7              2
Vardenis2786             Pavardenis2786           3              2              7              8              3              3
Vardenis2787             Pavardenis2787           9              7              2              1              10             9
Vardenis2788             Pavardenis2788           3              6              1              1              8              8
Vardenis2789             Pavardenis2789           8              8              10             3              10             5
Vardenis2790             Pavardenis2790           3              3              2              2              6              9
Vardenis2791             Pavardenis2791           8              4              2              2              2              3
Vardenis2792             Pavardenis2792           2              2              3              3              2              1
Vardenis2793             Pavardenis2793           8              10             1              4              9              2
Vardenis2794             Pavardenis2794           9              7              3              7              5              3
Vardenis2795             Pavardenis2795           6              2              5              8              9              8
Vardenis2796             Pavardenis2796           7              5              3              8              8              7
Vardenis2797             Pavardenis2797           6              8              10             6              10             8
Vardenis2798             Pavardenis2798           3              7              3              10             4              2
Vardenis2799             Pavardenis2799           10             1              3              9              10             9
Vardenis2800             Pavardenis2800           3              4              3              9              9              10
Vardenis2801             Pavardenis2801           5              1              1              7              2              8
Vardenis2802             Pavardenis2802           4              5              10             9              8              3
Vardenis2803             Pavardenis2803           8              7              1              3              6              8
Vardenis2804             Pavardenis2804           1              2              7              2              8              6
Vardenis2805             Pavardenis2805           7              9              7              1              10             4
Vardenis2806             Pavardenis2806           10             8              10             5              3              4
Vardenis2807             Pavardenis2807           3              1              1              10             5              4
Vardenis2808             Pavardenis2808           10             5              7              9              7              1
Vardenis2809             Pavardenis2809           5              5              4              3              7              4
Vardenis2810             Pavardenis2810           3              1              10             3              1              6
Vardenis2811             Pavardenis2811           2              8              4              6              2              5
